LAT,LON,YEAR,MO,DY,PRECTOTCORR,WS10M,RH2M,QV2M,T2M_RANGE,ALLSKY_SFC_UV_INDEX
25.75,86.25,2014,12,31,0.04,2.09,54.47,6.44,18.14,0.83
25.75,86.25,2015,1,1,0.48,1.65,55.62,8.12,12.93,0.95
25.75,86.25,2015,1,2,4.13,1.96,74.41,10.56,6.51,0.51
25.75,86.25,2015,1,3,4.76,2.14,82.62,11.81,8.52,0.37
25.75,86.25,2015,1,4,0.67,4.54,74.62,10.83,10.48,0.51
25.75,86.25,2015,1,5,0,4.97,60.75,6.77,12.87,0.48
25.75,86.25,2015,1,6,0,2.52,60.03,5.46,14.68,0.43
25.75,86.25,2015,1,7,0.01,2.85,58.41,5.58,15.15,0.44
25.75,86.25,2015,1,8,0.02,2.97,58.94,6.04,14.44,0.37
25.75,86.25,2015,1,9,0,4.26,58.66,5.65,15.63,0.45
25.75,86.25,2015,1,10,0,4.11,53.38,4.52,16.91,0.42
25.75,86.25,2015,1,11,0,3.07,52.03,4.39,17.47,0.39
25.75,86.25,2015,1,12,0,2.27,50.31,4.43,16.05,0.57
25.75,86.25,2015,1,13,0,2.52,53.16,4.97,16.46,0.6
25.75,86.25,2015,1,14,0,2.01,50.44,5.13,16.41,0.77
25.75,86.25,2015,1,15,0,2.49,51.06,5.34,16.04,0.84
25.75,86.25,2015,1,16,0,3.43,53.78,5.65,17.21,0.53
25.75,86.25,2015,1,17,0,3.82,53.25,5.19,15.16,0.39
25.75,86.25,2015,1,18,0,4.26,58.81,5.49,16,0.41
25.75,86.25,2015,1,19,0,3.71,52.53,4.67,16.93,0.61
25.75,86.25,2015,1,20,0,3.46,50.59,4.33,17.76,0.55
25.75,86.25,2015,1,21,0,2.69,49.53,4.39,18.57,0.82
25.75,86.25,2015,1,22,0,2.47,44.03,4.36,19.47,0.97
25.75,86.25,2015,1,23,0.01,4.19,52.5,6.53,17.48,0.91
25.75,86.25,2015,1,24,0.01,5,64.31,7.87,15.16,0.89
25.75,86.25,2015,1,25,0,4.03,52.38,5.86,17.46,1.02
25.75,86.25,2015,1,26,0,3.45,57.31,6.84,16.62,0.6
25.75,86.25,2015,1,27,0.39,4.13,65,8.67,13.52,0.73
25.75,86.25,2015,1,28,1.14,4.34,66.66,8.54,14.59,0.62
25.75,86.25,2015,1,29,2.65,3.46,65.62,8.36,10.95,0.4
25.75,86.25,2015,1,30,0.3,4.85,50.81,5.31,13.25,0.66
25.75,86.25,2015,1,31,0,3.74,45.19,4.06,17.55,0.77
25.75,86.25,2015,2,1,0,3,44.41,4.24,16.81,0.73
25.75,86.25,2015,2,2,0,2.21,44.28,4.79,17.69,0.91
25.75,86.25,2015,2,3,0,2.39,42.47,5.25,16.96,-999
25.75,86.25,2015,2,4,0,4.58,45.41,6.2,17.54,1.02
25.75,86.25,2015,2,5,0,3.77,45.72,5.16,16.95,0.94
25.75,86.25,2015,2,6,0,3.4,41.72,4.33,16.95,0.8
25.75,86.25,2015,2,7,0,3.44,41.12,4.49,18.74,0.87
25.75,86.25,2015,2,8,0.01,3.68,47.72,6.32,17.21,0.88
25.75,86.25,2015,2,9,0.03,4.16,60.12,7.69,15.38,0.93
25.75,86.25,2015,2,10,0,4.12,46.5,5.77,16.64,1.05
25.75,86.25,2015,2,11,0,3.54,40.72,4.49,18.9,1.16
25.75,86.25,2015,2,12,0,3.81,42.06,5.34,16.05,0.91
25.75,86.25,2015,2,13,0,4.2,47.41,5.92,16.64,0.73
25.75,86.25,2015,2,14,0,2.05,39.31,4.94,17.32,0.66
25.75,86.25,2015,2,15,0.01,2.12,38.78,5.46,15.54,0.56
25.75,86.25,2015,2,16,0.36,2.04,50.06,7.39,13.72,0.61
25.75,86.25,2015,2,17,0,1.55,48.47,8.06,13.66,0.63
25.75,86.25,2015,2,18,0.08,1.83,47.19,8.15,14.66,0.76
25.75,86.25,2015,2,19,0.41,1.86,47.91,8.12,13.63,0.82
25.75,86.25,2015,2,20,0,2.27,43.88,6.9,15.9,0.7
25.75,86.25,2015,2,21,0.03,2.69,39.97,6.87,14.54,0.62
25.75,86.25,2015,2,22,1.06,2.87,43.53,7.11,18.02,0.8
25.75,86.25,2015,2,23,0.01,1.76,36.28,6.56,13.82,0.95
25.75,86.25,2015,2,24,0,2.04,38.28,6.9,15.32,0.87
25.75,86.25,2015,2,25,0,2.37,41.09,7.45,14.7,1
25.75,86.25,2015,2,26,0.02,2.5,37.28,7.11,16.28,1.02
25.75,86.25,2015,2,27,0.18,3.3,44.44,8.18,15.64,0.96
25.75,86.25,2015,2,28,0.13,2.71,40.38,8,16.25,1.11
25.75,86.25,2015,3,1,0.9,2.39,40.66,9.03,12.64,0.76
25.75,86.25,2015,3,2,2.35,3.41,53.41,9.37,13.71,0.43
25.75,86.25,2015,3,3,4.74,4.56,63.69,9.83,12.74,1.47
25.75,86.25,2015,3,4,0.02,5.16,45.84,7.29,13.9,1.3
25.75,86.25,2015,3,5,0,4.71,36.31,4.85,17.11,1.61
25.75,86.25,2015,3,6,0,4.49,36.44,5,18.13,1.66
25.75,86.25,2015,3,7,0,4.64,39.69,6.07,17.56,1.55
25.75,86.25,2015,3,8,0,3.3,37.62,5.98,18.77,1.52
25.75,86.25,2015,3,9,0,4.16,35.69,6.53,18.63,1.08
25.75,86.25,2015,3,10,0,5.62,35,6.32,18.95,1.59
25.75,86.25,2015,3,11,0,5.23,26.19,3.94,19.72,1.65
25.75,86.25,2015,3,12,0,4.36,25.56,3.97,21.03,1.58
25.75,86.25,2015,3,13,0,5.51,32.16,5.92,20.48,1.46
25.75,86.25,2015,3,14,0,5.91,37.94,7.93,17.02,1.49
25.75,86.25,2015,3,15,0,5.86,40.78,8.36,16.25,1.3
25.75,86.25,2015,3,16,1.45,5.18,45.5,9.06,12.84,0.91
25.75,86.25,2015,3,17,0.01,5.39,40.94,8.76,14.24,1.64
25.75,86.25,2015,3,18,0,5.4,33.06,6.84,13.18,1.6
25.75,86.25,2015,3,19,0,4.39,31.5,5.34,17.5,1.7
25.75,86.25,2015,3,20,0,3.13,32.09,5.8,18.46,1.65
25.75,86.25,2015,3,21,0,3.56,29.88,5.62,18.48,1.7
25.75,86.25,2015,3,22,0,3.66,30.69,6.44,18.84,1.66
25.75,86.25,2015,3,23,0.6,3.02,30.94,6.68,18.59,1.69
25.75,86.25,2015,3,24,1,1.27,29.44,7.08,16.27,1.41
25.75,86.25,2015,3,25,0,1.48,29.09,7.51,16.41,1.27
25.75,86.25,2015,3,26,0.26,1.81,35.16,9.43,15.6,1.27
25.75,86.25,2015,3,27,15.15,2.57,53.66,13,11.15,1.08
25.75,86.25,2015,3,28,0.43,1.89,51.56,11.93,14.42,1.01
25.75,86.25,2015,3,29,0.03,2.49,42.59,10.71,13.67,1.02
25.75,86.25,2015,3,30,17.6,3.25,58.28,13.03,10.63,0.66
25.75,86.25,2015,3,31,1,2.52,59.53,11.99,12.82,1.6
25.75,86.25,2015,4,1,1.47,2.56,43.5,10.19,14.22,1.7
25.75,86.25,2015,4,2,0.07,4.14,38.59,9.22,15.29,1.73
25.75,86.25,2015,4,3,0.09,3.48,39.75,9.83,17.27,1.72
25.75,86.25,2015,4,4,0.14,2.48,39,10.16,15.27,1.4
25.75,86.25,2015,4,5,0.75,2,43,10.53,12.16,1.24
25.75,86.25,2015,4,6,0.63,2.37,39.91,9.98,12.54,1.63
25.75,86.25,2015,4,7,0.84,2.05,43.66,11.17,12.38,1.48
25.75,86.25,2015,4,8,1.3,3.46,45.38,10.89,13.74,1.9
25.75,86.25,2015,4,9,0,4.79,31.84,6.96,17.65,2.2
25.75,86.25,2015,4,10,0,3.88,29.47,6.47,19.32,2.41
25.75,86.25,2015,4,11,0,2.1,26.31,6.68,16.93,2.02
25.75,86.25,2015,4,12,0.26,2.94,35.97,9.16,14.75,1.21
25.75,86.25,2015,4,13,13.9,2.6,60.75,12.79,4.73,1.55
25.75,86.25,2015,4,14,0.03,2.16,55.62,12.24,10.59,1.89
25.75,86.25,2015,4,15,0,2.21,47.88,11.75,9.9,1.37
25.75,86.25,2015,4,16,0.44,3.54,48.41,11.66,15.72,2.1
25.75,86.25,2015,4,17,6.83,3.46,47.78,11.81,9.71,1.69
25.75,86.25,2015,4,18,3.95,2.07,43.06,11.14,14.57,1.74
25.75,86.25,2015,4,19,6.71,2.12,38.28,10.04,13.99,1.79
25.75,86.25,2015,4,20,0,2.21,45.25,12.42,15.51,1.63
25.75,86.25,2015,4,21,0.06,2.75,35.41,10.74,14.09,1.53
25.75,86.25,2015,4,22,0.83,3.09,32.38,8.85,17.66,1.96
25.75,86.25,2015,4,23,0.41,2.14,29.09,7.87,16.23,1.8
25.75,86.25,2015,4,24,0.29,4.9,45.38,12.39,13.4,1.4
25.75,86.25,2015,4,25,0.65,4.93,59.91,13.52,7.59,1.24
25.75,86.25,2015,4,26,0.07,3.48,51.66,11.23,12.2,1.27
25.75,86.25,2015,4,27,0.31,2.84,51.19,12.24,12.49,1.62
25.75,86.25,2015,4,28,2.67,3.54,50.88,13.21,13.01,1.59
25.75,86.25,2015,4,29,5.31,3.51,54.78,13.98,11.3,1.84
25.75,86.25,2015,4,30,0.05,2.33,44.47,11.69,13.56,1.85
25.75,86.25,2015,5,1,0.01,1.74,36.38,10.62,15.38,1.73
25.75,86.25,2015,5,2,0.1,1.82,40.91,12.27,14.45,1.59
25.75,86.25,2015,5,3,0.59,2.3,38.47,11.29,13.99,2.11
25.75,86.25,2015,5,4,0.26,2.3,25.75,7.26,17.79,2.45
25.75,86.25,2015,5,5,0,1.56,20.31,6.32,17.05,2.25
25.75,86.25,2015,5,6,0.12,1.82,22.28,6.53,16.39,1.92
25.75,86.25,2015,5,7,0.24,2.62,33.16,9.8,17.02,1.46
25.75,86.25,2015,5,8,0.23,3.56,42.19,12.76,14.02,1.32
25.75,86.25,2015,5,9,0.01,3.4,43.53,13.55,12.84,1.58
25.75,86.25,2015,5,10,0.32,2.49,42.69,13.73,13.59,1.37
25.75,86.25,2015,5,11,8,3.74,51.91,15.75,9.16,1.61
25.75,86.25,2015,5,12,6.25,2.87,50.97,15.08,12.65,1.11
25.75,86.25,2015,5,13,0.25,2.32,40.62,12.33,13.87,2.06
25.75,86.25,2015,5,14,0.29,3.09,32.5,10.65,15.55,2.07
25.75,86.25,2015,5,15,0.37,4.68,34.91,11.66,13.71,1.78
25.75,86.25,2015,5,16,2.35,4.09,38.56,12.27,10.54,1.27
25.75,86.25,2015,5,17,1.62,2.81,44.44,13.18,13.53,1.76
25.75,86.25,2015,5,18,4.6,2.73,46.12,14.5,12.86,1.62
25.75,86.25,2015,5,19,6.23,2.91,51.5,16.48,10.55,1.57
25.75,86.25,2015,5,20,3.67,2.18,45.38,15.11,11.38,1.62
25.75,86.25,2015,5,21,0.15,2.64,35.84,11.6,15.82,1.95
25.75,86.25,2015,5,22,0.12,2.6,24.56,8.21,18.45,2.21
25.75,86.25,2015,5,23,0.23,2.45,27.72,8.79,19.28,2.2
25.75,86.25,2015,5,24,0.67,3.18,28.03,9.49,17.45,1.94
25.75,86.25,2015,5,25,1.45,3.15,41.41,13.82,14.95,1.58
25.75,86.25,2015,5,26,0.98,2.88,37.34,12.94,14.55,1.79
25.75,86.25,2015,5,27,7.85,3.33,47.69,15.72,10.26,1.99
25.75,86.25,2015,5,28,2.82,2.73,47,15.59,12.34,1.84
25.75,86.25,2015,5,29,0.42,2.89,43.41,15.23,13.48,1.74
25.75,86.25,2015,5,30,2.29,3.11,43.28,15.01,12.82,1.44
25.75,86.25,2015,5,31,1.85,2.65,45,15.56,12.6,1.77
25.75,86.25,2015,6,1,2.3,3.01,42.09,14.92,13.03,1.94
25.75,86.25,2015,6,2,1.93,2.3,35.88,12.63,13.47,1.99
25.75,86.25,2015,6,3,0.82,3.09,38.72,13.67,13.82,2.02
25.75,86.25,2015,6,4,0.59,2.7,41.72,15.2,11.84,1.94
25.75,86.25,2015,6,5,1.06,2.63,39.84,14.95,10.42,1.8
25.75,86.25,2015,6,6,0.33,2.59,35.56,13.46,13.72,2.23
25.75,86.25,2015,6,7,0.99,2.09,32.09,12.05,15.38,2.09
25.75,86.25,2015,6,8,0.09,2.95,34.53,13.12,14.14,2.12
25.75,86.25,2015,6,9,0.37,2.46,32.22,12.7,15.83,1.98
25.75,86.25,2015,6,10,1.47,3.31,35.72,13.43,14.59,1.51
25.75,86.25,2015,6,11,5.45,3.58,43.56,15.56,12.34,1.28
25.75,86.25,2015,6,12,3.55,3.04,43.88,15.69,12.91,1.83
25.75,86.25,2015,6,13,0.84,4.8,44.53,15.5,8.93,1.05
25.75,86.25,2015,6,14,1.51,3,48.25,15.08,10.18,1.57
25.75,86.25,2015,6,15,0.89,2.88,52.44,16.91,12.08,1.84
25.75,86.25,2015,6,16,0.39,4.05,50.59,16.85,10.84,1.91
25.75,86.25,2015,6,17,0.32,3.84,45.84,15.99,11.26,2.06
25.75,86.25,2015,6,18,2.67,3.49,48.69,16.88,10.06,2.08
25.75,86.25,2015,6,19,7.32,4.43,50.28,17.3,8.98,2.21
25.75,86.25,2015,6,20,10.87,4.86,53.97,17.97,8.36,2.27
25.75,86.25,2015,6,21,1.28,6.25,55.38,18.13,9.52,2.09
25.75,86.25,2015,6,22,7.82,7.13,68.19,19.9,6.71,1.5
25.75,86.25,2015,6,23,14.87,3.96,70.34,20.23,8.73,1.56
25.75,86.25,2015,6,24,9.53,1.97,62.84,19.62,9.82,1.82
25.75,86.25,2015,6,25,4.59,4.8,57.03,18.46,10.09,1.73
25.75,86.25,2015,6,26,8.8,3.33,56.97,18.77,8.77,0.75
25.75,86.25,2015,6,27,34.89,3.27,74.12,19.87,5.23,0.69
25.75,86.25,2015,6,28,4.75,4.36,72.09,18.49,9.34,1.37
25.75,86.25,2015,6,29,1.24,3.51,65.31,18.52,10.48,1.52
25.75,86.25,2015,6,30,0.73,2.59,59.06,18.59,10.24,1.76
25.75,86.25,2015,7,1,20.32,2.28,66.09,19.9,6.65,1.55
25.75,86.25,2015,7,2,2.01,2.37,63.34,19.26,8.84,1.75
25.75,86.25,2015,7,3,7.85,3.63,62.19,19.53,9.44,1.71
25.75,86.25,2015,7,4,0.61,4.09,57.41,18.86,11.46,1.6
25.75,86.25,2015,7,5,20.04,3.63,64.16,20.23,9.95,0.87
25.75,86.25,2015,7,6,56.41,1.61,80.97,21.94,4.15,0.8
25.75,86.25,2015,7,7,8.44,1.54,80.41,21.55,5.45,1.27
25.75,86.25,2015,7,8,12.84,1.77,77.34,21.09,7.41,1.25
25.75,86.25,2015,7,9,11.81,5.55,85.19,22.09,4.77,1.71
25.75,86.25,2015,7,10,14.97,9.17,88.59,21.58,3.62,1.09
25.75,86.25,2015,7,11,5.91,5.95,83.41,21.03,6.18,1.45
25.75,86.25,2015,7,12,0.14,2.35,76.94,20.75,8.63,1.93
25.75,86.25,2015,7,13,0.15,2.26,75.31,21.42,8.06,1.61
25.75,86.25,2015,7,14,0.49,2.99,78.16,22.03,6.13,1.85
25.75,86.25,2015,7,15,7.75,3.57,83.78,21.94,6.12,0.49
25.75,86.25,2015,7,16,19,3.24,89.56,21.33,4.02,1.1
25.75,86.25,2015,7,17,8.61,3.5,82.97,20.48,7.23,1.77
25.75,86.25,2015,7,18,4.22,2.45,77.94,20.23,8.73,1.96
25.75,86.25,2015,7,19,3.07,3.18,82.66,20.48,5.83,1.95
25.75,86.25,2015,7,20,1.94,4.75,86.84,21.12,5.4,1.73
25.75,86.25,2015,7,21,8.35,4.48,82.25,20.63,7.55,1.91
25.75,86.25,2015,7,22,5.3,3.81,86.44,21,4.85,1.34
25.75,86.25,2015,7,23,17.15,3.38,86.25,21.18,5.52,1.98
25.75,86.25,2015,7,24,5.35,4.02,87.19,21.33,4.52,1.55
25.75,86.25,2015,7,25,5.68,2.05,83.44,20.97,6.37,2.32
25.75,86.25,2015,7,26,0.36,2.02,76.25,20.48,9,2.47
25.75,86.25,2015,7,27,0.73,3.45,83.41,20.57,5.16,2.16
25.75,86.25,2015,7,28,1.2,4.1,79.34,20.42,8.88,2.16
25.75,86.25,2015,7,29,0.84,5.11,79.25,20.63,8.83,2.08
25.75,86.25,2015,7,30,1.66,5.25,79.38,20.97,7.94,2.08
25.75,86.25,2015,7,31,1.67,2.96,77.97,20.2,7.48,1.45
25.75,86.25,2015,8,1,5.44,3.61,86.03,20.08,4.82,1.73
25.75,86.25,2015,8,2,3.76,5.72,83.31,20.05,6.35,1.38
25.75,86.25,2015,8,3,0.8,4.86,80.44,20.2,7.65,1.74
25.75,86.25,2015,8,4,0.22,3.03,76.91,19.9,9.78,1.86
25.75,86.25,2015,8,5,0.66,2.56,74.12,20.32,9.58,1.59
25.75,86.25,2015,8,6,3.29,1.85,78.25,21.24,6.98,1.6
25.75,86.25,2015,8,7,1.24,1.71,74.47,20.32,7.27,1.91
25.75,86.25,2015,8,8,1.11,1.67,76.44,20.45,6.99,1.6
25.75,86.25,2015,8,9,1.86,2.2,74.56,20.72,9.12,1.73
25.75,86.25,2015,8,10,10.2,3,76.75,21.39,8.66,1.93
25.75,86.25,2015,8,11,7.87,2.38,76.72,21.21,8.13,1.92
25.75,86.25,2015,8,12,3.13,2.65,77.59,20.75,7.31,2.27
25.75,86.25,2015,8,13,2.07,3.16,78.03,21.06,7.98,2.26
25.75,86.25,2015,8,14,0.58,3.38,76.97,20.9,8.08,2.09
25.75,86.25,2015,8,15,2.79,3.67,80.03,21.51,6.54,1.7
25.75,86.25,2015,8,16,6.01,2.81,80.22,21.58,7.36,1.71
25.75,86.25,2015,8,17,10.01,3.84,82.06,22.28,7.27,1.59
25.75,86.25,2015,8,18,14.7,3.69,87.72,22.16,4.94,1.44
25.75,86.25,2015,8,19,47.12,4.15,89.94,22,4.28,0.78
25.75,86.25,2015,8,20,44.52,4.93,88.5,22.06,5.36,0.59
25.75,86.25,2015,8,21,33.42,3.81,89.12,21.76,4.99,1.04
25.75,86.25,2015,8,22,2.68,2.54,85.53,20.97,6.68,1.35
25.75,86.25,2015,8,23,1.2,1.82,81.88,21.12,7.41,1.48
25.75,86.25,2015,8,24,6.51,3.15,85.47,21.76,6.61,1.52
25.75,86.25,2015,8,25,0.57,2.51,85.03,21.88,6.34,1.62
25.75,86.25,2015,8,26,6.26,1.21,83.97,22.09,6.68,1.25
25.75,86.25,2015,8,27,12.04,1.93,84.34,21.94,5.27,1.86
25.75,86.25,2015,8,28,7.05,2.28,83.91,21.94,6.74,2
25.75,86.25,2015,8,29,4.53,2.01,85.66,22.22,5.11,1.8
25.75,86.25,2015,8,30,4.05,2,84.44,22.28,5.91,1.66
25.75,86.25,2015,8,31,12.54,2.91,88.16,22,4.36,1.38
25.75,86.25,2015,9,1,6.27,3.6,84.28,21.33,7.59,1.32
25.75,86.25,2015,9,2,0.31,3.52,81.59,20.14,8.06,1.49
25.75,86.25,2015,9,3,5.49,2.2,79.72,19.32,9.2,1.48
25.75,86.25,2015,9,4,2.94,2.86,81.53,19.81,7.55,1.12
25.75,86.25,2015,9,5,0.55,3.05,81.59,19.71,8.55,1.27
25.75,86.25,2015,9,6,0.32,3.07,80.59,19.59,8.59,1.71
25.75,86.25,2015,9,7,0.18,3.07,80.59,19.32,10.09,1.66
25.75,86.25,2015,9,8,1.14,2.93,80.12,18.95,9.77,1.73
25.75,86.25,2015,9,9,0.04,2.18,77.91,19.2,10.27,1.71
25.75,86.25,2015,9,10,2.44,1.4,73.59,19.41,9.36,1.59
25.75,86.25,2015,9,11,21.23,1.99,81.5,20.75,5.29,1.52
25.75,86.25,2015,9,12,24.5,1.57,89.91,21.03,3.42,1.93
25.75,86.25,2015,9,13,2.84,1.54,80.38,20.17,7.77,1.95
25.75,86.25,2015,9,14,0.44,1.39,77.62,20.57,7.49,1.69
25.75,86.25,2015,9,15,7.09,2.74,84.78,20.57,5.05,1.71
25.75,86.25,2015,9,16,19.32,2.59,88.97,20.9,5.28,1.77
25.75,86.25,2015,9,17,0.08,2.34,89.19,21.09,4.35,1.95
25.75,86.25,2015,9,18,0.01,1,80.34,21.03,6.9,2.02
25.75,86.25,2015,9,19,0.37,1.76,83.66,21.36,6.62,2.06
25.75,86.25,2015,9,20,3.8,4.27,89.91,21.3,4.08,1.54
25.75,86.25,2015,9,21,18.99,4.82,93.38,21.51,3.27,0.67
25.75,86.25,2015,9,22,18.07,3.01,90.53,21.45,4.39,1.27
25.75,86.25,2015,9,23,19.29,4.11,88.75,20.84,5.21,1.3
25.75,86.25,2015,9,24,1.76,5.14,84.34,19.23,7.56,1.76
25.75,86.25,2015,9,25,0,3.65,82.62,16.75,9.55,1.84
25.75,86.25,2015,9,26,0.24,2.54,78.38,16.3,10.95,1.75
25.75,86.25,2015,9,27,0.16,2.23,75.59,16.75,9.92,-999
25.75,86.25,2015,9,28,0.01,1.79,74.47,16.94,9.85,-999
25.75,86.25,2015,9,29,0,1.5,72.88,16.97,10.01,-999
25.75,86.25,2015,9,30,0,2.04,76.62,17.67,9.7,1.65
25.75,86.25,2015,10,1,0,2.14,77.31,18.31,9.59,1.5
25.75,86.25,2015,10,2,0.04,2.38,75.91,18.28,8.78,1.49
25.75,86.25,2015,10,3,0.03,2.53,69.78,15.59,11.91,1.48
25.75,86.25,2015,10,4,0.01,1.11,60.19,13.43,13.73,1.41
25.75,86.25,2015,10,5,0,1.38,61.97,13.89,11.9,1.57
25.75,86.25,2015,10,6,0,2.09,61.09,13.61,12.73,1.66
25.75,86.25,2015,10,7,0,0.89,58.59,13.89,10.47,1.6
25.75,86.25,2015,10,8,0,1.31,63.5,15.35,10.67,1.66
25.75,86.25,2015,10,9,0,3.16,66.56,14.53,12.67,1.53
25.75,86.25,2015,10,10,0.02,2.42,61.97,12.91,15.05,1.35
25.75,86.25,2015,10,11,1.23,2.8,68.25,14.01,11.92,1.25
25.75,86.25,2015,10,12,0.66,1.61,70.66,14.92,10.9,1.34
25.75,86.25,2015,10,13,0.56,1.17,68.97,15.38,10.8,1.49
25.75,86.25,2015,10,14,1.51,2.96,79.81,16.51,9.1,1.52
25.75,86.25,2015,10,15,0.33,1.3,75.25,16.05,9.08,1.49
25.75,86.25,2015,10,16,0.64,1.35,68.44,15.11,9.05,1.34
25.75,86.25,2015,10,17,0.01,2.28,66.03,14.07,11.98,1.41
25.75,86.25,2015,10,18,0,1.56,62.12,13.67,11.8,1.28
25.75,86.25,2015,10,19,0,1.48,61.81,13.95,11.33,1.2
25.75,86.25,2015,10,20,0,1.57,61.47,13.98,11.95,1.13
25.75,86.25,2015,10,21,0,1.57,61.47,13.76,11.54,1.04
25.75,86.25,2015,10,22,0.01,2.1,56.56,12.33,11.91,1
25.75,86.25,2015,10,23,0.07,2.56,51.59,9.83,13.97,1.01
25.75,86.25,2015,10,24,0,1.71,47.56,8.79,15.08,1.11
25.75,86.25,2015,10,25,0,1.58,52.81,9.92,14.52,1.16
25.75,86.25,2015,10,26,0,1.14,54.84,10.68,13.62,1.26
25.75,86.25,2015,10,27,0,1.52,52.22,10.5,11.85,1.14
25.75,86.25,2015,10,28,0.01,1.01,47.03,9.25,12.67,1.1
25.75,86.25,2015,10,29,0.47,1.8,54.19,10.35,11.49,1.14
25.75,86.25,2015,10,30,0.71,2.8,61,10.1,10.87,0.71
25.75,86.25,2015,10,31,0.04,1.55,58.88,10.65,14.56,1.09
25.75,86.25,2015,11,1,0,1.12,61.5,12.33,12.25,1.12
25.75,86.25,2015,11,2,0.01,1.23,66.69,13.37,11.59,1.2
25.75,86.25,2015,11,3,0.02,2.24,57.41,11.41,12.14,1.13
25.75,86.25,2015,11,4,0,2.67,54.03,10.01,13.67,0.87
25.75,86.25,2015,11,5,0,1.97,50.25,9.43,13.05,0.7
25.75,86.25,2015,11,6,0,1.71,50.72,9.74,13.42,0.7
25.75,86.25,2015,11,7,0,1.42,49.88,9.52,12.09,0.74
25.75,86.25,2015,11,8,0,1.6,45.72,8.45,13.58,0.87
25.75,86.25,2015,11,9,0,1.81,46.97,8.76,12.63,0.99
25.75,86.25,2015,11,10,0,1.66,47.97,8.97,12.54,1
25.75,86.25,2015,11,11,0,2.43,48.62,8.88,13.92,0.98
25.75,86.25,2015,11,12,0,1.68,50.94,9.06,13.57,0.73
25.75,86.25,2015,11,13,0,1.24,45.44,8.09,13.65,0.71
25.75,86.25,2015,11,14,0,0.97,44.41,8.36,13,0.73
25.75,86.25,2015,11,15,0,1.18,47.41,9.16,11.36,0.66
25.75,86.25,2015,11,16,0,1.2,45.84,8.67,11.79,0.57
25.75,86.25,2015,11,17,0,1.55,43.41,8.27,11.74,0.56
25.75,86.25,2015,11,18,0.68,1.61,48.41,8.54,11.83,0.51
25.75,86.25,2015,11,19,3.14,2.02,52.94,8.48,12.82,0.62
25.75,86.25,2015,11,20,0,2.03,47.56,7.51,14.64,0.79
25.75,86.25,2015,11,21,0,1.89,47.38,7.6,14.17,0.79
25.75,86.25,2015,11,22,0,1.74,45.81,7.39,13.46,0.7
25.75,86.25,2015,11,23,0,1.1,45,7.6,12.29,0.8
25.75,86.25,2015,11,24,0,1.7,51.25,8.64,11.97,0.81
25.75,86.25,2015,11,25,0,1.72,54.84,8.85,12.19,0.76
25.75,86.25,2015,11,26,0,1.48,51.34,8.48,13.04,0.66
25.75,86.25,2015,11,27,0,1.18,43.72,7.17,12.18,0.64
25.75,86.25,2015,11,28,0,1.63,46.44,7.75,14.24,0.78
25.75,86.25,2015,11,29,0,1.29,55.53,9.67,13.05,0.73
25.75,86.25,2015,11,30,0,1.84,55,10.1,12.1,0.7
25.75,86.25,2015,12,1,0,1.81,54.84,10.1,12.82,0.64
25.75,86.25,2015,12,2,0,1.93,51.06,8.88,12.39,0.45
25.75,86.25,2015,12,3,0.09,3.6,57.56,9.43,12.82,0.48
25.75,86.25,2015,12,4,0,2.7,58.31,8.51,12.99,0.41
25.75,86.25,2015,12,5,0,1.69,51.06,7.9,12.85,0.26
25.75,86.25,2015,12,6,0,1.69,56.19,8.79,11.23,0.45
25.75,86.25,2015,12,7,0,1.73,58.66,8.73,11.45,0.61
25.75,86.25,2015,12,8,0,2.38,54.38,7.75,13.14,0.56
25.75,86.25,2015,12,9,0,2.19,48.97,6.59,13.14,0.27
25.75,86.25,2015,12,10,0,2.57,46.56,6.16,14.29,0.27
25.75,86.25,2015,12,11,0,1.72,39.41,5.92,14.65,0.33
25.75,86.25,2015,12,12,0,2.08,47.72,7.2,13.25,0.31
25.75,86.25,2015,12,13,0,3.11,47.81,6.16,14.44,0.36
25.75,86.25,2015,12,14,0,3.9,44.78,5,14.42,0.45
25.75,86.25,2015,12,15,0,3.36,46.69,4.79,15.59,0.51
25.75,86.25,2015,12,16,0,1.9,44.38,4.85,14.13,0.45
25.75,86.25,2015,12,17,0,1.08,36.78,4.33,13.85,0.53
25.75,86.25,2015,12,18,0,3.35,42.38,4.46,12.69,0.31
25.75,86.25,2015,12,19,0,2.92,42.34,4.12,16.86,0.33
25.75,86.25,2015,12,20,0,2.18,38.38,4,15.87,0.43
25.75,86.25,2015,12,21,0,1.41,38.56,4.21,12.71,0.37
25.75,86.25,2015,12,22,0,1.61,46.09,5.25,14.77,0.48
25.75,86.25,2015,12,23,0,1.72,49.59,5.95,13.6,0.53
25.75,86.25,2015,12,24,0,2.05,41.47,4.82,12.67,0.45
25.75,86.25,2015,12,25,0,3.54,40.94,3.85,16.01,0.48
25.75,86.25,2015,12,26,0,3.12,39.06,3.51,17.18,0.64
25.75,86.25,2015,12,27,0,3.04,34.62,3.39,17.64,0.55
25.75,86.25,2015,12,28,0,2.05,33.22,3.6,15.31,0.52
25.75,86.25,2015,12,29,0,1.52,39.94,4.82,15.75,0.49
25.75,86.25,2015,12,30,0,1.19,42.16,5.31,12.27,0.53
